timestamp,user_id,session_id,video_id,bitrate,startup_time,buffer_count,buffer_duration,watch_time,error_code,device_type,network_type
2026-01-01 01:11:48,2669,16569,91,480,2.57,0,1.29,377,0,tv,WiFi
2026-01-01 01:11:49,3569,18899,445,1080,2.56,2,3.33,254,0,desktop,5G
2026-01-01 01:11:50,2131,11541,353,1080,0.18,0,0.76,706,0,tv,WiFi
2026-01-01 01:11:51,3729,10617,215,480,0.13,0,0.03,533,0,desktop,5G
2026-01-01 01:11:52,2556,19323,53,360,1.42,1,0.33,148,0,mobile,4G
2026-01-01 01:11:53,2748,12201,429,480,0.35,1,0.52,708,1,tv,WiFi
2026-01-01 01:11:54,2391,10384,363,480,1.64,1,2.56,1359,0,desktop,5G
2026-01-01 01:11:55,4360,17154,214,240,0.01,0,1.78,1174,0,mobile,4G
2026-01-01 01:11:56,4905,12248,22,240,0.65,1,0.12,1400,0,mobile,5G
2026-01-01 01:11:57,4639,16993,200,360,5.14,2,0.37,358,0,desktop,5G
2026-01-01 01:11:58,3260,12368,71,720,1.15,3,0.42,296,0,tv,WiFi
2026-01-01 01:11:59,4134,19751,311,480,1.09,0,3.87,438,0,mobile,4G
2026-01-01 01:12:00,3331,13465,472,1080,1.23,3,0.22,1450,1,desktop,5G
2026-01-01 01:12:01,3251,17793,447,720,1.02,0,1.83,1235,0,mobile,5G
2026-01-01 01:12:02,4737,19340,179,1080,0.42,0,0.33,1067,0,tv,WiFi
2026-01-01 01:12:03,1864,18354,336,480,1.59,3,0.06,211,0,desktop,WiFi
2026-01-01 01:12:04,1152,15317,468,240,0.61,0,1.33,1480,0,mobile,WiFi
2026-01-01 01:12:05,1570,19226,423,240,3.39,2,4.17,1296,0,mobile,WiFi
2026-01-01 01:12:06,1237,12065,218,720,3.01,1,0.21,1390,0,mobile,4G
2026-01-01 01:12:07,2367,13269,36,240,0.96,2,0.37,490,1,tv,4G
2026-01-01 01:12:08,2237,16173,66,360,0.01,1,2.86,1258,0,mobile,WiFi
2026-01-01 01:12:09,3845,17157,488,360,0.34,0,0.54,354,0,tv,WiFi
2026-01-01 01:12:10,1015,11322,372,1080,0.11,3,1.47,238,0,desktop,4G
2026-01-01 01:12:11,2665,10495,352,480,1.84,0,0.61,122,1,tv,WiFi
2026-01-01 01:12:12,4338,16316,34,720,1.34,0,0.14,1511,0,mobile,5G
2026-01-01 01:12:13,1703,11587,188,240,4.35,0,1.67,1553,0,desktop,5G
2026-01-01 01:12:14,4487,13475,349,480,0.02,1,1.29,947,0,mobile,5G
2026-01-01 01:12:15,3206,16200,175,720,1.03,1,3.13,1351,0,desktop,4G
2026-01-01 01:12:16,1905,18646,166,1080,0.44,3,1.7,503,0,tv,4G
2026-01-01 01:12:17,3056,15103,490,480,2.8,0,0.69,809,0,tv,5G
2026-01-01 01:12:18,1699,11157,370,720,1.38,0,0.0,753,0,desktop,5G
2026-01-01 01:12:19,1159,19102,62,480,1.5,1,1.67,1705,2,tv,5G
2026-01-01 01:12:20,3737,13524,215,240,0.82,4,0.59,1049,0,desktop,WiFi
2026-01-01 01:12:21,2792,12445,60,1080,5.32,0,0.53,828,0,mobile,5G
2026-01-01 01:12:22,3511,15182,22,240,2.18,1,3.38,831,0,tv,4G
2026-01-01 01:12:23,1346,15271,381,360,0.88,2,1.23,1142,0,mobile,5G
2026-01-01 01:12:24,2911,17871,62,480,5.68,1,0.08,1758,0,desktop,WiFi
2026-01-01 01:12:25,2665,15403,90,240,0.46,1,1.05,1463,0,mobile,4G
2026-01-01 01:12:26,1815,16039,56,360,1.56,1,1.25,1111,0,tv,WiFi
2026-01-01 01:12:27,1928,16043,44,360,0.04,2,0.85,761,0,tv,WiFi
2026-01-01 01:12:28,2942,12629,346,360,0.88,1,0.99,231,0,desktop,4G
2026-01-01 01:12:29,4555,14969,190,360,5.13,1,1.73,1218,0,mobile,WiFi
2026-01-01 01:12:30,3201,11249,88,360,0.75,0,1.66,1796,0,desktop,5G
2026-01-01 01:12:31,1099,19151,375,480,1.75,3,4.43,475,0,tv,4G
2026-01-01 01:12:32,3367,11928,164,240,1.3,3,0.7,1727,1,tv,WiFi
2026-01-01 01:12:33,2411,19445,111,480,0.65,1,0.67,795,0,mobile,4G
2026-01-01 01:12:34,2233,11909,196,1080,2.79,1,0.08,856,0,mobile,WiFi
2026-01-01 01:12:35,2867,10359,27,480,1.46,0,2.23,633,0,mobile,5G
2026-01-01 01:12:36,4613,18576,217,720,0.44,2,3.55,1367,0,tv,4G
2026-01-01 01:12:37,4447,12945,382,480,0.93,0,3.02,452,0,tv,5G
2026-01-01 01:12:38,1173,16947,414,720,3.15,1,0.53,1590,0,mobile,WiFi
2026-01-01 01:12:39,4728,10374,203,240,2.08,0,3.28,1228,0,mobile,5G
2026-01-01 01:12:40,2271,14945,456,1080,6.81,0,0.96,1724,0,desktop,4G
2026-01-01 01:12:41,1486,18121,197,480,1.88,1,0.63,1070,0,desktop,4G
2026-01-01 01:12:42,4292,11355,181,240,7.4,3,1.73,1097,0,mobile,WiFi
2026-01-01 01:12:43,4087,15937,46,240,2.32,2,0.05,244,0,desktop,4G
2026-01-01 01:12:44,2556,13824,128,480,3.22,2,0.1,581,0,tv,WiFi
2026-01-01 01:12:45,2094,17428,368,1080,1.25,0,2.9,1280,0,mobile,4G
2026-01-01 01:12:46,1637,17468,269,1080,2.26,0,2.54,1157,0,mobile,4G
2026-01-01 01:12:47,4398,14437,144,1080,1.53,0,1.0,837,0,mobile,WiFi
2026-01-01 01:12:48,4835,11786,403,360,5.08,0,1.13,417,0,desktop,4G
2026-01-01 01:12:49,1697,16716,138,240,3.03,0,0.65,966,0,tv,4G
2026-01-01 01:12:50,3197,17554,195,240,0.03,0,1.58,1218,0,tv,WiFi
2026-01-01 01:12:51,3952,15391,473,720,2.32,1,6.03,432,0,mobile,WiFi
2026-01-01 01:12:52,3045,15276,482,720,0.15,1,0.61,762,0,desktop,5G
2026-01-01 01:12:53,4956,17227,479,720,1.43,1,0.94,1009,0,mobile,5G
2026-01-01 01:12:54,1978,11293,448,1080,2.27,1,0.13,97,1,desktop,WiFi
2026-01-01 01:12:55,2733,13879,193,720,0.89,1,1.1,183,0,mobile,WiFi
2026-01-01 01:12:56,3346,19591,390,1080,0.72,0,0.34,992,0,desktop,5G
2026-01-01 01:12:57,2793,13426,305,360,4.23,1,2.06,465,2,mobile,5G
2026-01-01 01:12:58,1156,11997,426,360,1.32,0,0.54,1384,0,tv,WiFi
2026-01-01 01:12:59,2370,11956,83,480,2.19,1,0.44,60,0,mobile,WiFi
2026-01-01 01:13:00,4491,17065,237,720,1.17,1,1.64,1371,0,tv,4G
2026-01-01 01:13:01,4494,17573,225,1080,0.7,2,1.1,1142,0,mobile,4G
2026-01-01 01:13:02,3656,14039,273,1080,0.9,1,0.93,194,0,tv,4G
2026-01-01 01:13:03,1155,14628,311,240,9.35,1,0.35,292,0,mobile,5G
2026-01-01 01:13:04,2021,17821,279,480,1.5,1,1.71,695,0,tv,5G
2026-01-01 01:13:05,1514,18238,472,720,2.33,1,0.01,856,0,desktop,WiFi
2026-01-01 01:13:06,3754,17789,153,240,0.35,0,0.5,1321,0,desktop,4G
2026-01-01 01:13:07,2778,16279,347,240,0.12,0,0.01,1700,0,tv,WiFi
2026-01-01 01:13:08,2902,16031,346,720,0.37,2,0.03,1301,0,mobile,5G
2026-01-01 01:13:09,4218,10011,346,1080,1.79,0,3.39,93,0,tv,WiFi
2026-01-01 01:13:10,3367,17251,337,360,0.53,0,1.14,520,0,tv,WiFi
2026-01-01 01:13:11,4772,12254,212,360,0.15,2,1.13,1524,0,tv,5G
2026-01-01 01:13:12,4236,14299,133,240,2.57,1,0.79,126,0,desktop,4G
2026-01-01 01:13:13,4388,16854,168,480,0.11,1,0.18,666,0,mobile,WiFi
2026-01-01 01:13:14,3862,18818,472,1080,1.97,0,1.88,1234,0,tv,WiFi
2026-01-01 01:13:15,1670,14291,172,1080,0.07,3,3.83,742,0,desktop,5G
2026-01-01 01:13:16,1069,17555,430,480,2.67,4,0.43,366,0,tv,5G
2026-01-01 01:13:17,2756,18551,110,1080,1.27,2,0.49,539,0,desktop,WiFi
2026-01-01 01:13:18,3927,16182,332,720,1.52,2,2.08,1482,0,tv,5G
2026-01-01 01:13:19,4609,14274,147,1080,1.35,0,0.5,928,0,tv,WiFi
2026-01-01 01:13:20,2927,16721,189,1080,1.65,2,0.95,1408,0,mobile,5G
2026-01-01 01:13:21,2904,15632,376,720,5.03,0,0.96,480,0,desktop,5G
2026-01-01 01:13:22,4608,16478,324,1080,3.33,1,3.21,362,0,desktop,5G
2026-01-01 01:13:23,1784,16539,91,240,1.45,1,1.72,40,0,desktop,4G
2026-01-01 01:13:24,4543,19004,96,240,0.48,1,1.5,985,0,mobile,4G
2026-01-01 01:13:25,1238,16307,489,240,1.45,3,0.11,777,0,tv,5G
2026-01-01 01:13:26,2152,19234,162,360,6.04,1,0.34,544,0,tv,5G
2026-01-01 01:13:27,3414,11877,121,720,1.72,1,1.19,1267,0,mobile,5G
2026-01-01 01:13:28,3442,15183,79,360,1.8,1,1.34,156,0,tv,4G
2026-01-01 01:13:29,1142,17516,340,720,3.47,1,4.34,524,0,tv,4G
2026-01-01 01:13:30,1404,14174,122,720,1.98,1,4.3,1308,0,desktop,4G
2026-01-01 01:13:31,1817,13875,129,1080,2.28,1,0.76,1734,0,mobile,4G
2026-01-01 01:13:32,1457,19817,277,1080,3.87,1,0.66,923,0,mobile,WiFi
2026-01-01 01:13:33,4888,17758,384,360,3.84,0,1.62,310,0,desktop,WiFi
2026-01-01 01:13:34,1530,16182,215,360,0.68,1,0.33,352,0,mobile,WiFi
2026-01-01 01:13:35,3770,17541,60,720,0.64,0,2.66,1178,0,tv,4G
2026-01-01 01:13:36,2688,19463,189,720,3.59,2,0.01,255,0,tv,5G
2026-01-01 01:13:37,2441,15290,487,240,3.08,0,1.61,127,0,mobile,4G
2026-01-01 01:13:38,2273,15666,427,720,1.34,3,1.3,1188,0,tv,5G
2026-01-01 01:13:39,2522,13948,275,480,5.56,5,0.76,939,0,desktop,5G
2026-01-01 01:13:40,3433,10368,206,360,1.17,0,0.89,1730,2,mobile,5G
2026-01-01 01:13:41,4649,14209,193,720,2.76,2,0.42,682,0,mobile,5G
2026-01-01 01:13:42,2556,14962,80,360,1.17,0,1.49,1095,0,tv,WiFi
2026-01-01 01:13:43,1135,12425,476,360,0.3,2,0.25,637,0,desktop,5G
2026-01-01 01:13:44,3872,14606,193,240,1.09,3,0.7,1221,0,desktop,5G
2026-01-01 01:13:45,2037,12597,15,720,5.04,0,0.18,1129,2,desktop,4G
2026-01-01 01:13:46,3903,19998,20,360,0.4,1,0.33,1018,0,desktop,WiFi
2026-01-01 01:13:47,2853,18889,215,360,0.1,1,4.09,1789,0,tv,WiFi
2026-01-01 01:13:48,1090,13696,416,720,1.91,0,1.42,901,0,mobile,WiFi
2026-01-01 01:13:49,1072,10466,85,720,0.57,1,2.67,1617,0,tv,5G
2026-01-01 01:13:50,3873,11105,46,480,0.36,3,1.69,490,0,tv,4G
2026-01-01 01:13:51,4724,14148,349,360,0.27,2,1.15,1048,0,tv,5G
2026-01-01 01:13:52,3612,13838,266,720,0.33,1,0.36,1383,0,mobile,5G
2026-01-01 01:13:53,2393,15285,41,1080,4.17,0,3.84,1182,0,tv,4G
2026-01-01 01:13:54,4613,12163,309,360,0.66,2,1.02,42,0,tv,4G
2026-01-01 01:13:55,2129,17957,158,240,5.68,2,0.04,1252,0,desktop,5G
2026-01-01 01:13:56,3634,13010,350,480,6.86,0,0.14,166,0,mobile,4G
2026-01-01 01:13:57,4731,15972,207,720,0.02,2,1.65,32,0,desktop,WiFi
2026-01-01 01:13:58,4863,13740,176,480,5.91,1,1.13,459,1,tv,4G
2026-01-01 01:13:59,1996,15828,195,1080,0.44,0,0.04,1303,0,mobile,5G
2026-01-01 01:14:00,3348,15661,132,720,0.42,0,0.58,761,0,mobile,5G
2026-01-01 01:14:01,1006,15782,85,480,2.34,0,2.84,1721,1,mobile,4G
2026-01-01 01:14:02,2006,10247,88,240,0.1,1,0.29,1783,0,mobile,4G
2026-01-01 01:14:03,3218,10033,56,360,7.22,0,1.5,761,0,mobile,4G
2026-01-01 01:14:04,3545,11219,380,720,5.27,2,0.11,1253,0,tv,5G
2026-01-01 01:14:05,2513,10062,419,720,0.32,0,0.21,450,0,desktop,5G
2026-01-01 01:14:06,1470,13692,94,360,1.33,2,4.89,1397,0,mobile,WiFi
2026-01-01 01:14:07,1830,17909,10,240,1.38,2,0.32,1348,0,desktop,5G
2026-01-01 01:14:08,2067,15640,164,480,3.45,1,3.06,1072,0,tv,WiFi
2026-01-01 01:14:09,1522,10443,318,360,2.69,0,1.24,638,0,desktop,4G
2026-01-01 01:14:10,1303,19951,68,1080,1.95,1,8.96,247,0,tv,WiFi
2026-01-01 01:14:11,3443,16496,266,240,1.53,0,1.97,446,0,tv,5G
2026-01-01 01:14:12,4804,15162,264,720,0.63,0,0.3,200,0,tv,4G
2026-01-01 01:14:13,2515,16706,247,720,1.97,1,2.05,770,0,mobile,5G
2026-01-01 01:14:14,4703,11410,436,720,3.17,2,0.71,1427,1,mobile,WiFi
2026-01-01 01:14:15,2268,14531,24,720,0.87,2,4.09,496,0,tv,WiFi
2026-01-01 01:14:16,4604,17320,293,720,1.31,2,2.24,887,0,tv,4G
2026-01-01 01:14:17,2194,19475,405,1080,7.06,0,2.28,891,0,tv,WiFi
2026-01-01 01:14:18,1166,10284,417,480,4.42,0,1.78,887,0,desktop,5G
2026-01-01 01:14:19,4987,16402,365,480,2.53,2,3.24,230,0,mobile,WiFi
2026-01-01 01:14:20,2220,10030,283,720,1.93,2,0.73,1084,0,mobile,5G
2026-01-01 01:14:21,2971,14696,118,480,1.26,0,4.19,1131,0,tv,4G
2026-01-01 01:14:22,1307,12973,263,1080,1.23,0,1.23,613,0,desktop,5G
2026-01-01 01:14:23,1064,14003,381,480,1.12,0,7.63,882,1,tv,4G
2026-01-01 01:14:24,4383,15640,65,720,2.01,2,0.69,855,0,mobile,WiFi
2026-01-01 01:14:25,1753,14639,458,240,6.51,1,0.36,1442,0,desktop,WiFi
2026-01-01 01:14:26,4230,19592,159,360,1.04,0,1.43,1529,0,mobile,4G
2026-01-01 01:14:27,3158,13051,258,720,1.37,0,0.67,1648,0,desktop,WiFi
2026-01-01 01:14:28,1462,11388,299,360,2.4,1,4.2,1364,0,tv,5G
2026-01-01 01:14:29,2136,12589,23,360,2.55,0,0.47,105,0,desktop,5G
2026-01-01 01:14:30,4790,19628,435,720,1.63,3,2.14,445,0,desktop,5G
2026-01-01 01:14:31,3546,15303,414,1080,3.34,2,1.39,206,0,mobile,4G
2026-01-01 01:14:32,2967,11939,56,360,1.24,0,1.47,1748,0,desktop,4G
2026-01-01 01:14:33,3421,19431,490,1080,1.29,3,0.29,1357,0,mobile,WiFi
2026-01-01 01:14:34,2234,11603,163,360,0.13,2,0.06,332,1,desktop,4G
2026-01-01 01:14:35,1122,13238,406,360,0.39,1,1.05,524,0,desktop,WiFi
2026-01-01 01:14:36,2364,14461,201,240,1.56,2,0.02,1470,0,tv,WiFi
2026-01-01 01:14:37,3630,19227,192,1080,0.93,0,0.61,46,0,tv,5G
2026-01-01 01:14:38,2219,12605,93,360,2.65,0,0.87,1015,0,desktop,5G
2026-01-01 01:14:39,3547,14658,371,1080,2.75,4,1.93,1562,0,tv,WiFi
2026-01-01 01:14:40,3435,12775,397,240,1.0,0,0.61,1247,0,tv,5G
2026-01-01 01:14:41,2470,19855,315,1080,1.36,0,1.42,139,0,mobile,WiFi
2026-01-01 01:14:42,2822,14111,253,360,0.65,1,1.35,1062,0,desktop,5G
2026-01-01 01:14:43,4908,14363,475,720,0.32,2,2.27,968,0,tv,5G
2026-01-01 01:14:44,1623,14548,483,240,3.77,1,0.52,676,0,mobile,WiFi
2026-01-01 01:14:45,4657,10544,448,1080,1.59,2,0.3,1729,0,tv,4G
2026-01-01 01:14:46,1243,14821,88,720,1.18,0,0.49,1418,0,mobile,5G
2026-01-01 01:14:47,3305,19794,136,720,2.01,0,2.59,378,0,desktop,WiFi
2026-01-01 01:14:48,3999,11966,358,720,0.08,0,0.28,443,0,tv,4G
2026-01-01 01:14:49,2602,17020,286,720,0.37,3,2.16,1348,1,mobile,WiFi
2026-01-01 01:14:50,4202,10098,350,1080,0.82,2,0.52,1485,0,tv,WiFi
2026-01-01 01:14:51,1178,14617,61,720,1.65,2,3.26,660,0,tv,5G
2026-01-01 01:14:52,1616,17937,244,1080,0.57,3,0.43,227,0,desktop,WiFi
2026-01-01 01:14:53,2493,14566,346,480,1.09,1,2.38,477,1,mobile,5G
2026-01-01 01:14:54,3055,18733,104,240,0.15,2,1.47,1647,0,mobile,4G
2026-01-01 01:14:55,2192,18267,326,480,2.05,2,2.71,635,0,desktop,4G
2026-01-01 01:14:56,4592,14824,111,240,4.14,2,0.92,674,0,tv,WiFi
2026-01-01 01:14:57,4936,13987,441,480,1.31,0,3.2,307,0,tv,WiFi
2026-01-01 01:14:58,2457,14564,100,360,2.3,4,0.96,1187,1,tv,WiFi
2026-01-01 01:14:59,1616,12233,71,480,5.82,1,2.23,821,0,mobile,4G
2026-01-01 01:15:00,4241,11144,327,1080,1.31,3,0.29,552,2,tv,5G
2026-01-01 01:15:01,4878,16017,447,720,0.29,0,2.17,1600,0,tv,4G
2026-01-01 01:15:02,2530,19473,41,720,3.64,1,0.61,655,0,desktop,4G
2026-01-01 01:15:03,4700,14445,203,480,1.72,0,0.23,637,0,tv,5G
2026-01-01 01:15:04,2821,18817,247,1080,1.8,0,3.43,1769,0,mobile,4G
2026-01-01 01:15:05,1075,16200,271,240,0.59,0,0.44,1690,0,tv,5G
2026-01-01 01:15:06,2762,10923,38,1080,4.55,3,2.0,477,0,mobile,4G
2026-01-01 01:15:07,1296,12607,309,1080,13.67,1,0.55,1606,0,mobile,WiFi
2026-01-01 01:15:08,3060,17570,199,240,6.34,3,5.48,611,0,tv,WiFi
2026-01-01 01:15:09,4506,17556,439,240,1.19,0,0.68,1434,0,desktop,WiFi
2026-01-01 01:15:10,4021,12208,483,240,0.69,3,0.1,177,0,tv,WiFi
2026-01-01 01:15:11,3643,15324,48,360,1.16,1,0.31,1622,0,mobile,WiFi
2026-01-01 01:15:12,2794,19240,494,720,2.04,1,1.82,768,0,tv,4G
2026-01-01 01:15:13,1132,13503,404,720,2.04,1,1.39,1756,0,mobile,5G
2026-01-01 01:15:14,2866,14763,11,240,4.92,0,4.73,1192,0,desktop,5G
2026-01-01 01:15:15,1016,14947,373,720,3.3,0,2.81,1353,0,tv,5G
2026-01-01 01:15:16,2762,10964,349,360,3.51,3,5.83,1064,0,mobile,WiFi
2026-01-01 01:15:17,1283,13060,234,480,3.13,0,0.95,374,0,tv,4G
2026-01-01 01:15:18,2825,14398,39,360,3.11,1,2.72,1104,0,mobile,4G
2026-01-01 01:15:19,3160,19891,421,1080,1.21,1,1.07,1531,0,mobile,5G
2026-01-01 01:15:20,4516,13134,446,480,5.83,1,2.13,1480,0,desktop,WiFi
2026-01-01 01:15:21,1582,16193,285,360,0.78,0,1.14,1463,0,mobile,5G
2026-01-01 01:15:22,4413,11227,311,1080,1.01,0,0.48,897,0,mobile,WiFi
2026-01-01 01:15:23,2767,11249,179,1080,1.12,1,0.05,1767,0,mobile,5G
2026-01-01 01:15:24,3171,18162,272,1080,4.31,2,0.29,1797,0,tv,5G
2026-01-01 01:15:25,1886,17920,153,240,0.58,0,1.12,1351,1,mobile,4G
2026-01-01 01:15:26,3789,18289,304,1080,0.91,2,2.71,542,0,desktop,WiFi
2026-01-01 01:15:27,2225,12517,274,720,1.62,1,0.8,413,0,desktop,WiFi
2026-01-01 01:15:28,3359,10311,116,240,3.51,1,1.45,1583,0,mobile,WiFi
2026-01-01 01:15:29,3952,12515,167,360,2.73,2,0.88,56,0,desktop,5G
2026-01-01 01:15:30,3002,11566,248,720,1.46,1,2.47,899,1,mobile,WiFi
2026-01-01 01:15:31,4729,12772,375,1080,0.55,2,0.93,382,0,mobile,WiFi
2026-01-01 01:15:32,2818,16366,407,720,0.34,2,0.24,902,0,tv,WiFi
2026-01-01 01:15:33,4103,14166,458,480,4.07,1,0.41,117,0,mobile,5G
2026-01-01 01:15:34,1465,12447,310,480,1.83,3,0.59,368,0,tv,4G
2026-01-01 01:15:35,4498,15372,145,360,1.0,2,1.76,1196,0,tv,4G
2026-01-01 01:15:36,4055,11829,94,480,2.34,1,1.32,183,0,mobile,WiFi
2026-01-01 01:15:37,1993,13690,2,720,3.03,1,3.51,1509,0,desktop,4G
2026-01-01 01:15:38,3545,19833,53,720,0.18,1,2.19,1108,0,desktop,5G
2026-01-01 01:15:39,3302,16078,333,240,4.55,0,0.27,571,1,mobile,5G
2026-01-01 01:15:40,2763,14958,448,360,0.49,3,2.52,946,0,tv,WiFi
2026-01-01 01:15:41,2285,18188,66,1080,0.72,1,1.05,1069,0,tv,5G
2026-01-01 01:15:42,3494,11676,43,720,0.01,1,0.43,474,0,mobile,5G
2026-01-01 01:15:43,1649,19791,173,360,1.33,1,0.64,1282,0,mobile,4G
2026-01-01 01:15:44,3459,12031,404,360,2.93,1,0.82,227,0,tv,WiFi
2026-01-01 01:15:45,4537,13520,292,480,6.5,0,1.56,1699,0,tv,5G
2026-01-01 01:15:46,2357,15237,234,360,2.35,1,2.38,477,2,tv,4G
2026-01-01 01:15:47,1335,10902,177,240,3.96,2,0.19,276,0,desktop,WiFi
2026-01-01 01:15:48,4407,19288,330,360,0.6,2,0.51,642,2,mobile,5G
2026-01-01 01:15:49,2598,12801,217,240,0.02,2,0.55,413,0,tv,5G
2026-01-01 01:15:50,3682,18383,472,1080,1.82,0,1.56,1549,1,desktop,WiFi
2026-01-01 01:15:51,2387,19133,256,720,0.03,0,8.84,1078,0,desktop,5G
2026-01-01 01:15:52,4789,18208,463,360,0.29,1,0.99,1147,0,tv,5G
2026-01-01 01:15:53,4627,12517,476,1080,1.31,0,1.53,1640,0,mobile,4G
2026-01-01 01:15:54,4638,13376,447,240,1.97,0,2.16,1685,0,mobile,5G
2026-01-01 01:15:55,2623,19275,230,720,0.65,3,0.07,234,0,mobile,WiFi
2026-01-01 01:15:56,1947,16032,66,360,1.77,2,6.87,258,0,mobile,5G
2026-01-01 01:15:57,1759,15302,491,240,3.7,1,1.43,900,0,desktop,4G
2026-01-01 01:15:58,3292,14872,190,360,2.3,2,0.46,1063,0,tv,4G
2026-01-01 01:15:59,3993,16771,99,360,2.79,0,0.13,1056,0,mobile,4G
2026-01-01 01:16:00,4767,11261,2,360,1.3,5,0.31,1465,0,mobile,5G
2026-01-01 01:16:01,3744,15778,240,1080,0.9,1,1.23,726,0,tv,5G
2026-01-01 01:16:02,2083,15227,203,360,1.2,2,0.0,1448,1,tv,5G
2026-01-01 01:16:03,1312,17468,62,1080,0.03,1,0.82,1135,0,mobile,4G
2026-01-01 01:16:04,4463,12338,189,360,1.19,1,0.03,1199,0,desktop,WiFi
2026-01-01 01:16:05,2458,17978,166,480,1.61,3,0.2,461,0,desktop,4G
2026-01-01 01:16:06,4971,17317,394,360,0.64,2,1.79,823,2,desktop,WiFi
2026-01-01 01:16:07,1432,16640,252,240,2.81,1,0.85,999,2,tv,5G
2026-01-01 01:16:08,3991,19896,66,360,3.62,0,0.5,910,0,desktop,4G
2026-01-01 01:16:09,1492,16257,429,720,1.63,1,2.17,995,0,desktop,5G
2026-01-01 01:16:10,4808,15843,98,480,0.37,3,0.33,1661,0,tv,4G
2026-01-01 01:16:11,2858,15470,378,360,1.06,0,1.43,305,0,mobile,5G
2026-01-01 01:16:12,3488,17583,326,480,0.98,0,3.4,1727,0,mobile,5G
2026-01-01 01:16:13,3820,18385,483,480,3.25,0,0.56,1322,0,tv,5G
2026-01-01 01:16:14,4381,16358,7,480,1.69,1,0.12,114,0,mobile,4G
2026-01-01 01:16:15,3856,14532,214,480,9.79,1,4.68,662,0,desktop,WiFi
2026-01-01 01:16:16,4640,19533,185,1080,2.46,5,0.51,99,0,mobile,WiFi
2026-01-01 01:16:17,3780,14894,106,240,3.41,1,0.62,362,0,mobile,5G
2026-01-01 01:16:18,3907,14129,224,480,0.88,2,2.17,868,0,mobile,WiFi
2026-01-01 01:16:19,2539,17132,115,240,0.97,0,0.05,1376,1,tv,4G
2026-01-01 01:16:20,2963,10019,9,480,6.39,1,0.16,1621,0,tv,WiFi
2026-01-01 01:16:21,2290,18657,405,240,0.85,1,2.99,242,0,tv,4G
2026-01-01 01:16:22,2485,16854,315,240,1.84,2,2.82,738,0,desktop,5G
2026-01-01 01:16:23,3614,12863,457,360,1.72,2,0.35,970,0,desktop,4G
2026-01-01 01:16:24,3103,15794,383,360,0.21,0,1.31,212,0,tv,4G
2026-01-01 01:16:25,2861,11575,145,360,3.07,1,1.44,358,0,desktop,WiFi
2026-01-01 01:16:26,3280,10428,168,240,1.17,1,0.38,863,0,desktop,5G
2026-01-01 01:16:27,2870,17956,375,720,2.8,1,0.55,1747,0,mobile,WiFi
2026-01-01 01:16:28,2097,14985,375,480,0.11,2,0.26,808,0,mobile,WiFi
2026-01-01 01:16:29,4434,11060,366,480,1.22,1,2.07,1626,0,mobile,WiFi
2026-01-01 01:16:30,3985,14602,280,1080,1.32,1,4.88,1010,0,mobile,WiFi
2026-01-01 01:16:31,2974,13112,314,1080,1.65,1,0.16,833,0,desktop,5G
2026-01-01 01:16:32,1426,13168,89,480,0.66,0,0.48,991,0,tv,WiFi
2026-01-01 01:16:33,1760,17017,488,720,4.31,0,0.94,1291,0,tv,4G
2026-01-01 01:16:34,2476,13118,147,480,1.6,2,1.5,1374,0,tv,4G
2026-01-01 01:16:35,4742,12507,379,480,4.45,1,0.92,75,0,mobile,5G
2026-01-01 01:16:36,1486,13462,13,480,3.26,1,2.03,1349,0,tv,4G
2026-01-01 01:16:37,3292,14911,463,1080,0.98,1,1.58,792,0,desktop,WiFi
2026-01-01 01:16:38,2936,16350,92,1080,0.67,0,1.79,774,0,tv,WiFi
2026-01-01 01:16:39,2101,19863,392,1080,3.87,1,5.84,1710,0,mobile,WiFi
2026-01-01 01:16:40,2264,18340,90,1080,0.63,3,0.07,1404,0,tv,WiFi
2026-01-01 01:16:41,4112,18999,438,240,1.28,1,4.15,1577,0,mobile,5G
2026-01-01 01:16:42,4750,15654,348,1080,0.04,2,1.95,1543,0,desktop,WiFi
2026-01-01 01:16:43,3927,16688,83,480,1.07,2,1.08,818,0,tv,5G
2026-01-01 01:16:44,3090,16535,395,360,1.64,0,0.92,1616,0,mobile,WiFi
2026-01-01 01:16:45,3272,18707,309,240,4.53,0,0.09,942,0,desktop,4G
2026-01-01 01:16:46,4511,13313,312,1080,1.06,0,3.19,752,0,tv,WiFi
2026-01-01 01:16:47,3976,11843,470,720,4.66,2,0.26,1527,0,mobile,WiFi
2026-01-01 01:16:48,2647,15873,250,240,0.76,3,2.77,222,1,mobile,WiFi
2026-01-01 01:16:49,2014,14476,24,360,8.33,1,0.29,60,0,tv,5G
2026-01-01 01:16:50,4699,16224,244,720,0.25,2,0.31,901,0,desktop,WiFi
2026-01-01 01:16:51,3008,19987,140,1080,0.87,1,1.63,434,0,mobile,4G
2026-01-01 01:16:52,2500,13996,327,240,3.2,1,0.62,565,0,mobile,WiFi
2026-01-01 01:16:53,3331,12595,445,360,2.11,2,1.24,625,2,tv,5G
2026-01-01 01:16:54,1766,17494,159,480,1.69,0,1.68,177,0,desktop,4G
2026-01-01 01:16:55,3551,17453,282,1080,5.28,1,2.51,1398,0,mobile,WiFi
2026-01-01 01:16:56,2883,19841,465,720,0.97,1,1.24,874,0,tv,4G
